"Test","Batch","Maquina","Usuario","Total Pasos","Pasos Lentos","Tiempo Promedio Paso (min)","Estado","Error Type","Error Message","Origen Error"
"Test Usuario 20 - ARAUCA - PANAMA DE ARAUCA - AUTOS - PARQUEADERO","batch20","COMEKSF043","katian.vallejo","22","16","0,419","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 11 - CAUCA - ALMAGUER - AUTOS - ABOGADO VIRTUAL","batch11","COMEKSF043","katian.vallejo","22","13","0,449","PASSED","Otros","[java.lang.RuntimeException] Todos los intentos fallaron al hacer clic en 'Habilitar Formulario'","ClickCasoExpress.java:235"
"Test Usuario 12 - QUINDIO - ARMENIA - AUTOS - ORIENTACION JURIDICA TELEFONICA AUTOS","batch12","COMEKSF043","katian.vallejo","33","23","1,077","PASSED","Otros","[java.lang.RuntimeException] No se pudo acceder al tab de GestiÃ³n de Proveedores","DiligenciarProveedorGestion.java:243"
"Test Usuario 30 - ATLANTICO - AGUADA DE PABLO - HOGARES - CERRAJERO HO","batch30","COMEKSF043","katian.vallejo","22","13","1,136","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 37 - VICHADA - PUERTO CARREÃ‘O - HOGARES - VIGILANTE","batch37","COMEKSF043","katian.vallejo","13","6","0,631","FAILED","Validacion","[java.lang.AssertionError] 
Expected: an element that is visible
     but: no matching element found by [Campo de usuario de Cognito located with: css: input[name='username']]","LoginWithCognito.java:48"
"Test Usuario 34 - MAGDALENA - CIÃ‰NAGA - HOGARES - ASESORIA JURIDICA PRESENCIAL","batch34","COMEKSF043","katian.vallejo","10","3","0,348","FAILED","Selenium","[net.thucydides.core.webdriver.DriverConfigurationError] Could not instantiate class org.openqa.selenium.chrome.ChromeDriver","OpenCasesPage.java:21"
"Test Usuario 23 - VICHADA - PUERTO CARREÃ‘O  - AUTOS - CAMBIO DE DISPOSITIVO","batch23","COMEKSF043","katian.vallejo","15","7","0,298","FAILED","Validacion","[java.lang.AssertionError] 
Expected: an element that is visible
     but: no matching element found by [Campo de contraseÃ±a de Cognito located with: css: input[name='password']]","LoginWithCognito.java:55"
"Test Usuario 19 - GUAJIRA - RIOHACHA - AUTOS - RESCATE PARQUEADERO","batch19","COMEKSF043","katian.vallejo","16","9","0,276","PASSED","Validacion","[java.lang.AssertionError] Login NO completado: la app no quedÃ³ autenticada/cargada tras enviar las credenciales (credenciales invÃ¡lidas, error de Cognito o redirecciÃ³n OAuth incompleta). URL actual: https://asistenciaapp.kit.sura-konecta.com/auth?code=ea370436-67a8-438f-84a1-7b809a3107c0","LoginWithCognito.java:104"
"Test Usuario 17 - CORDOBA - ABROJAL - AUTOS - HOSPEDAJE VIAJERO","batch17","COMEKSF043","katian.vallejo","38","18","0,882","FAILED","UI","[java.lang.RuntimeException] Fallo la transicion a 'Programado' por timeout","ClickEstadoProgramado.java:129"
"Test Usuario 08 - MAGDALENA - SANTA MARTA - AUTOS - CERRAJERO AUTOS COMPLEJIDAD BAJA","batch8","COMEKSF043","katian.vallejo","22","15","1,728","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 29 - VALLE DEL CAUCA - CACHIMBAL - HOGARES - PLOMERO","batch29","COMEKSF043","katian.vallejo","10","4","1,903","FAILED","Selenium","[net.thucydides.core.webdriver.DriverConfigurationError] Could not instantiate class org.openqa.selenium.chrome.ChromeDriver","OpenCasesPage.java:21"
"Test Usuario 15 - META - VILLAVICENCIO - AUTOS - ESTANCIA CONDUCTOR POR HURTO","batch15","COMEKSF043","katian.vallejo","22","13","0,276","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 22 - VICHADA - PUERTO CARREÃ‘O - AUTOS - CAMBIO DE BATERIA","batch22","COMEKSF043","katian.vallejo","15","7","0,208","FAILED","Validacion","[java.lang.AssertionError] 
Expected: an element that is visible
     but: no matching element found by [Campo de contraseÃ±a de Cognito located with: css: input[name='password']]","LoginWithCognito.java:55"
"Test Usuario 40 - PUTUMAYO - MOCOA - HOGARES - TRASLADO DE BIENES","batch40","COMEKSF043","katian.vallejo","42","19","0,274","PASSED","","",""
"Test Usuario 48 - MAGDALENA - CIENAGA - HOGARES - ORIENTACION JURIDICA TELEFONICA","batch48","COMEKSF043","katian.vallejo","42","19","0,266","PASSED","","",""
"Test Usuario 05 - CUNDINAMARCA - SOACHA - AUTOS - AMBULANCIA","batch5","COMEKSF043","katian.vallejo","22","13","1,716","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 04 - ATLANTICO - BARANOA - AUTOS - FRENOS","batch4","COMEKSF043","katian.vallejo","22","15","1,709","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 38 - VAUPES - MITU - HOGARES - VIGILANTE SP","batch38","COMEKSF043","katian.vallejo","19","11","0,563","FAILED","Validacion","[java.lang.AssertionError] 
Expected: an element that is visible
     but: no matching element found by [Boton Caso Express / Express Case located with: xpath: //button[contains(normalize-space(.), 'Express Case') or contains(normalize-space(.), 'Caso Express')] | //a[contains(normalize-space(.), 'Express Case') or contains(normalize-space(.), 'Caso Express')]]","GoToAgentPage.java:121"
"Test Usuario 49 - BOLIVAR - TURBACO - HOGARES - ORIENTACION MEDICA TELEFONICA","batch49","COMEKSF043","katian.vallejo","42","19","0,263","PASSED","","",""
"Test Usuario 46 - NORTE DE SANTANDER - ARBOLEDAS - HOGARES - ASESORIA PSICOLOGICA","batch46","COMEKSF043","katian.vallejo","22","13","0,546","PASSED","Otros","[java.lang.RuntimeException] Todos los intentos fallaron al hacer clic en 'Habilitar Formulario'","ClickCasoExpress.java:235"
"Test Usuario 09 - BOLIVAR - CARTAGENA LAGUNA CLUB - AUTOS - DESPLAZAMIENTO POR HORAS","batch9","COMEPORTKSF46","danilo.cortes","43","19","0,331","PASSED","","",""
"Test Usuario 18 - CESAR - VALLEDUPAR - AUTOS - TRASLADO VEHICULO DE REEMPLAZO","batch18","COMEPORTKSF46","danilo.cortes","43","19","0,307","PASSED","","",""
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","COMEPORTKSF46","danilo.cortes","43","19","0,362","PASSED","","",""
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","COMEPORTKSF46","danilo.cortes","43","20","0,315","PASSED","","",""
"Test Usuario 35 - BOLIVAR - TURBACO - HOGARES - ORIENTACION DIGITAL","batch35","COMEPORTKSF46","danilo.cortes","43","20","0,328","PASSED","","",""
"Test Usuario 24 - VAUPÃ‰S - MITÃš - AUTOS - INSTALACION","batch24","COMEPORTKSF46","danilo.cortes","43","19","0,31","PASSED","","",""
"Test Usuario 06 - SANTANDER - BUCARAMANGA - AUTOS - GRUA","batch6","COMEPORTKSF46","danilo.cortes","43","19","0,358","PASSED","","",""
"Test Usuario 36 - NARIÃ‘O - IPIALES - HOGARES - FACILITADOR VIRTUAL","batch36","COMEPORTKSF46","danilo.cortes","43","19","0,325","PASSED","","",""
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF46","danilo.cortes","43","19","0,308","PASSED","","",""
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF46","danilo.cortes","43","16","0,258","PASSED","","",""
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF46","danilo.cortes","43","19","0,329","PASSED","","",""
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF46","danilo.cortes","43","19","0,296","PASSED","","",""
"Test Usuario 16 - SUCRE - SINCELEJO - AUTOS - DESPLAZAMIENTO VIAJERO","batch16","COMEPORTKSF46","danilo.cortes","43","19","0,319","PASSED","","",""
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","COMEPORTKSF46","danilo.cortes","43","20","0,322","PASSED","","",""
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","COMEPORTKSF46","danilo.cortes","40","17","0,499","PASSED","Otros","@{errorType=java.lang.RuntimeException; message=No fue posible esperar el siguiente estado con until; stackTrace=System.Object[]; rootCause=}",
"Test Usuario 03 - VALLE DEL CAUCA - BAJO CALIMA - AUTOS - MECANICA BASICA","batch3","COMEPORTKSF46","danilo.cortes","41","19","0,393","FAILED","Otros","@{errorType=java.lang.RuntimeException; message=Fallo la transicion a 'Concluido' por timeout; stackTrace=System.Object[]; rootCause=}",
"Test Usuario 32 - SANTANORTE DE SANTANDER  - ARBOLEDAS - HOGARES - RETIRO DE ESCOMBROS","batch32","COMEPORTKSF46","danilo.cortes","43","19","0,341","PASSED","","",""
"Test Usuario 26 - PUTUMAYO - MOCOA - HOGARES - ATENCION VIRTUAL HOGAR","batch26","COMEPORTKSF46","danilo.cortes","43","20","0,324","PASSED","","",""
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF46","danilo.cortes","43","19","0,284","PASSED","","",""
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF46","danilo.cortes","43","19","0,312","PASSED","","",""
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF46","danilo.cortes","43","19","0,335","PASSED","","",""
"Test Usuario 33 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - DESAGUE POR INUNDACION","batch33","COMEPORTKSF46","danilo.cortes","43","19","0,324","PASSED","","",""
"Test Usuario 42 - ANTIOQUIA - ENVIGADO - HOGARES - SERVICIOS EXEQUIAL","batch42","COMEPORTKSF46","danilo.cortes","43","19","0,304","PASSED","","",""
"Test Usuario 02 - BOGOTA - BOGOTA - AUTOS - ABOGADO EN SITIO","batch2","COMEPORTKSF46","danilo.cortes","40","19","0,515","PASSED","Otros","@{errorType=java.lang.RuntimeException; message=No fue posible esperar el siguiente estado con until; stackTrace=System.Object[]; rootCause=}",
"Test Usuario 39 - AMAZONAS - ARARA - HOGARES - HOSPEDAJE VIAJERO","batch39","COMEPORTKSF46","danilo.cortes","43","19","0,32","PASSED","","",""
"Test Usuario 21 - CASANARE - CARIBAYONA - AUTOS - DIAGNOSTICO VEHICULO","batch21","COMEPORTKSF46","danilo.cortes","43","18","0,302","PASSED","","",""
"Test Usuario 10 - NARIÃ‘O - PASTO - AUTOS - FACILITADOR VIRTUAL","batch10","COMEPORTKSF46","danilo.cortes","43","20","0,326","PASSED","","",""
"Test Usuario 43 - VALLE DEL CAUCA - CACHIMBAL - HOGARES - GASTOS DE MUDANZA","batch43","COMEPORTKSF46","danilo.cortes","43","19","0,302","PASSED","","",""
"Test Usuario 27 - ANTIOQUIA - ENVIGADO - HOGARES - ABOGADO EN SITIO","batch27","COMEPORTKSF46","danilo.cortes","43","19","0,33","PASSED","","",""
"Test Usuario 41 - ANTIOQUIA - ENVIGADO - HOGARES - SECADO DE ALFOMBRAS","batch41","COMEPORTKSF46","danilo.cortes","43","18","0,282","PASSED","","",""
"Test Usuario 20 - ARAUCA - PANAMA DE ARAUCA - AUTOS - PARQUEADERO","batch20","COMEPORTKSF46","danilo.cortes","43","19","0,304","PASSED","","",""
"Test Usuario 11 - CAUCA - ALMAGUER - AUTOS - ABOGADO VIRTUAL","batch11","COMEPORTKSF46","danilo.cortes","43","20","0,362","PASSED","","",""
"Test Usuario 12 - QUINDIO - ARMENIA - AUTOS - ORIENTACION JURIDICA TELEFONICA AUTOS","batch12","COMEPORTKSF46","danilo.cortes","43","19","0,34","PASSED","","",""
"Test Usuario 30 - ATLANTICO - AGUADA DE PABLO - HOGARES - CERRAJERO HO","batch30","COMEPORTKSF46","danilo.cortes","43","21","0,329","PASSED","","",""
"Test Usuario 37 - VICHADA - PUERTO CARREÃ‘O - HOGARES - VIGILANTE","batch37","COMEPORTKSF46","danilo.cortes","43","20","0,307","PASSED","","",""
"Test Usuario 34 - MAGDALENA - CIÃ‰NAGA - HOGARES - ASESORIA JURIDICA PRESENCIAL","batch34","COMEPORTKSF46","danilo.cortes","43","19","0,31","PASSED","","",""
"Test Usuario 23 - VICHADA - PUERTO CARREÃ‘O  - AUTOS - CAMBIO DE DISPOSITIVO","batch23","COMEPORTKSF46","danilo.cortes","43","19","0,334","PASSED","","",""
"Test Usuario 19 - GUAJIRA - RIOHACHA - AUTOS - RESCATE PARQUEADERO","batch19","COMEPORTKSF46","danilo.cortes","43","19","0,325","PASSED","","",""
"Test Usuario 17 - CORDOBA - ABROJAL - AUTOS - HOSPEDAJE VIAJERO","batch17","COMEPORTKSF46","danilo.cortes","43","19","0,317","PASSED","","",""
"Test Usuario 08 - MAGDALENA - SANTA MARTA - AUTOS - CERRAJERO AUTOS COMPLEJIDAD BAJA","batch8","COMEPORTKSF46","danilo.cortes","43","20","0,366","PASSED","","",""
"Test Usuario 29 - VALLE DEL CAUCA - CACHIMBAL - HOGARES - PLOMERO","batch29","COMEPORTKSF46","danilo.cortes","43","19","0,33","PASSED","","",""
"Test Usuario 15 - META - VILLAVICENCIO - AUTOS - ESTANCIA CONDUCTOR POR HURTO","batch15","COMEPORTKSF46","danilo.cortes","43","19","0,33","PASSED","","",""
"Test Usuario 22 - VICHADA - PUERTO CARREÃ‘O - AUTOS - CAMBIO DE BATERIA","batch22","COMEPORTKSF46","danilo.cortes","43","19","0,298","PASSED","","",""
"Test Usuario 40 - PUTUMAYO - MOCOA - HOGARES - TRASLADO DE BIENES","batch40","COMEPORTKSF46","danilo.cortes","43","19","0,322","PASSED","","",""
"Test Usuario 48 - MAGDALENA - CIENAGA - HOGARES - ORIENTACION JURIDICA TELEFONICA","batch48","COMEPORTKSF46","danilo.cortes","43","19","0,301","PASSED","","",""
"Test Usuario 05 - CUNDINAMARCA - SOACHA - AUTOS - AMBULANCIA","batch5","COMEPORTKSF46","danilo.cortes","43","20","0,352","PASSED","","",""
"Test Usuario 04 - ATLANTICO - BARANOA - AUTOS - FRENOS","batch4","COMEPORTKSF46","danilo.cortes","41","20","0,467","PASSED","Otros","@{errorType=java.lang.RuntimeException; message=No fue posible esperar el siguiente estado con until; stackTrace=System.Object[]; rootCause=}",
"Test Usuario 38 - VAUPES - MITU - HOGARES - VIGILANTE SP","batch38","COMEPORTKSF46","danilo.cortes","43","19","0,303","PASSED","","",""
"Test Usuario 49 - BOLIVAR - TURBACO - HOGARES - ORIENTACION MEDICA TELEFONICA","batch49","COMEPORTKSF46","danilo.cortes","43","16","0,258","PASSED","","",""
"Test Usuario 46 - NORTE DE SANTANDER - ARBOLEDAS - HOGARES - ASESORIA PSICOLOGICA","batch46","COMEPORTKSF46","danilo.cortes","43","19","0,288","PASSED","","",""
"Test Usuario 09 - BOLIVAR - CARTAGENA LAGUNA CLUB - AUTOS - DESPLAZAMIENTO POR HORAS","batch9","COMEKSF014","fabian.silva","43","20","0,363","PASSED","","",""
"Test Usuario 18 - CESAR - VALLEDUPAR - AUTOS - TRASLADO VEHICULO DE REEMPLAZO","batch18","COMEKSF014","fabian.silva","43","17","0,275","PASSED","","",""
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","COMEKSF014","fabian.silva","43","17","0,288","PASSED","","",""
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","COMEKSF014","fabian.silva","43","19","0,274","PASSED","","",""
"Test Usuario 35 - BOLIVAR - TURBACO - HOGARES - ORIENTACION DIGITAL","batch35","COMEKSF014","fabian.silva","43","19","0,276","PASSED","","",""
"Test Usuario 24 - VAUPÃ‰S - MITÃš - AUTOS - INSTALACION","batch24","COMEKSF014","fabian.silva","39","13","0,317","FAILED","Otros","@{errorType=java.lang.RuntimeException; message=Fallo la transicion a 'Programado' por timeout; stackTrace=System.Object[]; rootCause=}",
"Test Usuario 06 - SANTANDER - BUCARAMANGA - AUTOS - GRUA","batch6","COMEKSF014","fabian.silva","43","19","0,284","PASSED","","",""
"Test Usuario 36 - NARIÃ‘O - IPIALES - HOGARES - FACILITADOR VIRTUAL","batch36","COMEKSF014","fabian.silva","43","16","0,278","PASSED","","",""
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEKSF014","fabian.silva","43","16","0,279","PASSED","","",""
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEKSF014","fabian.silva","43","16","0,262","PASSED","","",""
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEKSF014","fabian.silva","43","17","0,279","PASSED","","",""
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEKSF014","fabian.silva","43","19","0,276","PASSED","","",""
"Test Usuario 16 - SUCRE - SINCELEJO - AUTOS - DESPLAZAMIENTO VIAJERO","batch16","COMEKSF014","fabian.silva","43","19","0,273","PASSED","","",""
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","COMEKSF014","fabian.silva","43","21","0,343","PASSED","","",""
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","COMEKSF014","fabian.silva","43","21","0,918","PASSED","","",""
"Test Usuario 03 - VALLE DEL CAUCA - BAJO CALIMA - AUTOS - MECANICA BASICA","batch3","COMEKSF014","fabian.silva","43","20","0,716","PASSED","","",""
"Test Usuario 32 - SANTANORTE DE SANTANDER  - ARBOLEDAS - HOGARES - RETIRO DE ESCOMBROS","batch32","COMEKSF014","fabian.silva","43","16","0,282","PASSED","","",""
"Test Usuario 26 - PUTUMAYO - MOCOA - HOGARES - ATENCION VIRTUAL HOGAR","batch26","COMEKSF014","fabian.silva","43","16","0,269","PASSED","","",""
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEKSF014","fabian.silva","43","19","0,271","PASSED","","",""
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEKSF014","fabian.silva","43","19","0,27","PASSED","","",""
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEKSF014","fabian.silva","43","16","0,271","PASSED","","",""
"Test Usuario 33 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - DESAGUE POR INUNDACION","batch33","COMEKSF014","fabian.silva","43","16","0,281","PASSED","","",""
"Test Usuario 42 - ANTIOQUIA - ENVIGADO - HOGARES - SERVICIOS EXEQUIAL","batch42","COMEKSF014","fabian.silva","43","16","0,27","PASSED","","",""
"Test Usuario 02 - BOGOTA - BOGOTA - AUTOS - ABOGADO EN SITIO","batch2","COMEKSF014","fabian.silva","34","14","0,953","FAILED","Otros","@{errorType=org.openqa.selenium.remote.UnreachableBrowserException; message=Error communicating with the remote browser. It may have died.
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '1.8.0_422-422'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [9281758584bed2ef414bb056add7a5ea, getCurrentWindowHandle {}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 149.0.7827.103, chrome: {chromedriverVersion: 149.0.7827.155 (07b52360cc1..., userDataDir: C:\Users\FABIAN~1.SIL\AppDa...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:49660}, goog:processID: 18340, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:49660/devtoo..., se:cdpVersion: 149.0.7827.103, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Session ID: 9281758584bed2ef414bb056add7a5ea; stackTrace=System.Object[]; rootCause=}",
"Test Usuario 39 - AMAZONAS - ARARA - HOGARES - HOSPEDAJE VIAJERO","batch39","COMEKSF014","fabian.silva","43","19","0,274","PASSED","","",""
"Test Usuario 21 - CASANARE - CARIBAYONA - AUTOS - DIAGNOSTICO VEHICULO","batch21","COMEKSF014","fabian.silva","43","16","0,271","PASSED","","",""
"Test Usuario 10 - NARIÃ‘O - PASTO - AUTOS - FACILITADOR VIRTUAL","batch10","COMEKSF014","fabian.silva","43","16","0,305","PASSED","","",""
"Test Usuario 43 - VALLE DEL CAUCA - CACHIMBAL - HOGARES - GASTOS DE MUDANZA","batch43","COMEKSF014","fabian.silva","43","19","0,282","PASSED","","",""
"Test Usuario 27 - ANTIOQUIA - ENVIGADO - HOGARES - ABOGADO EN SITIO","batch27","COMEKSF014","fabian.silva","43","19","0,281","PASSED","","",""
"Test Usuario 41 - ANTIOQUIA - ENVIGADO - HOGARES - SECADO DE ALFOMBRAS","batch41","COMEKSF014","fabian.silva","43","19","0,276","PASSED","","",""
"Test Usuario 20 - ARAUCA - PANAMA DE ARAUCA - AUTOS - PARQUEADERO","batch20","COMEKSF014","fabian.silva","43","16","0,273","PASSED","","",""
"Test Usuario 11 - CAUCA - ALMAGUER - AUTOS - ABOGADO VIRTUAL","batch11","COMEKSF014","fabian.silva","43","18","0,331","PASSED","","",""
"Test Usuario 12 - QUINDIO - ARMENIA - AUTOS - ORIENTACION JURIDICA TELEFONICA AUTOS","batch12","COMEKSF014","fabian.silva","43","17","0,329","PASSED","","",""
"Test Usuario 30 - ATLANTICO - AGUADA DE PABLO - HOGARES - CERRAJERO HO","batch30","COMEKSF014","fabian.silva","43","16","0,28","PASSED","","",""
"Test Usuario 37 - VICHADA - PUERTO CARREÃ‘O - HOGARES - VIGILANTE","batch37","COMEKSF014","fabian.silva","43","19","0,269","PASSED","","",""
"Test Usuario 34 - MAGDALENA - CIÃ‰NAGA - HOGARES - ASESORIA JURIDICA PRESENCIAL","batch34","COMEKSF014","fabian.silva","43","15","0,263","PASSED","","",""
"Test Usuario 23 - VICHADA - PUERTO CARREÃ‘O  - AUTOS - CAMBIO DE DISPOSITIVO","batch23","COMEKSF014","fabian.silva","43","16","0,277","PASSED","","",""
"Test Usuario 19 - GUAJIRA - RIOHACHA - AUTOS - RESCATE PARQUEADERO","batch19","COMEKSF014","fabian.silva","43","19","0,276","PASSED","","",""
"Test Usuario 17 - CORDOBA - ABROJAL - AUTOS - HOSPEDAJE VIAJERO","batch17","COMEKSF014","fabian.silva","43","19","0,26","PASSED","","",""
"Test Usuario 08 - MAGDALENA - SANTA MARTA - AUTOS - CERRAJERO AUTOS COMPLEJIDAD BAJA","batch8","COMEKSF014","fabian.silva","43","18","0,291","PASSED","","",""
"Test Usuario 29 - VALLE DEL CAUCA - CACHIMBAL - HOGARES - PLOMERO","batch29","COMEKSF014","fabian.silva","43","17","0,275","PASSED","","",""
"Test Usuario 15 - META - VILLAVICENCIO - AUTOS - ESTANCIA CONDUCTOR POR HURTO","batch15","COMEKSF014","fabian.silva","43","20","0,286","PASSED","","",""
"Test Usuario 22 - VICHADA - PUERTO CARREÃ‘O - AUTOS - CAMBIO DE BATERIA","batch22","COMEKSF014","fabian.silva","43","16","0,277","PASSED","","",""
"Test Usuario 40 - PUTUMAYO - MOCOA - HOGARES - TRASLADO DE BIENES","batch40","COMEKSF014","fabian.silva","43","15","0,271","PASSED","","",""
"Test Usuario 48 - MAGDALENA - CIENAGA - HOGARES - ORIENTACION JURIDICA TELEFONICA","batch48","COMEKSF014","fabian.silva","43","16","0,279","PASSED","","",""
"Test Usuario 05 - CUNDINAMARCA - SOACHA - AUTOS - AMBULANCIA","batch5","COMEKSF014","fabian.silva","43","19","0,276","PASSED","","",""
"Test Usuario 04 - ATLANTICO - BARANOA - AUTOS - FRENOS","batch4","COMEKSF014","fabian.silva","35","13","0,9","FAILED","Otros","@{errorType=org.openqa.selenium.ElementNotInteractableException; message=element not interactable
  (Session info: chrome=149.0.7827.103)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '1.8.0_422-422'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [59a2937e4af7bf396292268ff193d0a6, clickElement {id=f.E3AA20779CF0C9139E8B25E73DFB0C9B.d.2EE0AAD91173267356F0D66A5F64815E.e.132}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 149.0.7827.103, chrome: {chromedriverVersion: 149.0.7827.155 (07b52360cc1..., userDataDir: C:\Users\FABIAN~1.SIL\AppDa...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:49658}, goog:processID: 18356, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:49658/devtoo..., se:cdpVersion: 149.0.7827.103, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (59a2937e4af7bf396292268ff193d0a6)] -> xpath: //button[contains(normalize-space(.), 'Crear') and contains(@ref, 'gestion_proveedor')]]
Session ID: 59a2937e4af7bf396292268ff193d0a6; stackTrace=System.Object[]}",
"Test Usuario 38 - VAUPES - MITU - HOGARES - VIGILANTE SP","batch38","COMEKSF014","fabian.silva","43","19","0,274","PASSED","","",""
"Test Usuario 49 - BOLIVAR - TURBACO - HOGARES - ORIENTACION MEDICA TELEFONICA","batch49","COMEKSF014","fabian.silva","17","3","0,103","PASSED","","",""
"Test Usuario 46 - NORTE DE SANTANDER - ARBOLEDAS - HOGARES - ASESORIA PSICOLOGICA","batch46","COMEKSF014","fabian.silva","43","16","0,273","PASSED","","",""
"Test Usuario 09 - BOLIVAR - CARTAGENA LAGUNA CLUB - AUTOS - DESPLAZAMIENTO POR HORAS","batch9","COMEPORTKSF56","david.villabona","42","27","0,655","PASSED","","",""
"Test Usuario 18 - CESAR - VALLEDUPAR - AUTOS - TRASLADO VEHICULO DE REEMPLAZO","batch18","COMEPORTKSF56","david.villabona","42","26","0,668","PASSED","","",""
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","COMEPORTKSF56","david.villabona","22","16","1,146","FAILED","Otros","[java.lang.RuntimeException] No se pudo seleccionar 'Formulario Creacion de Casos (ASISTENCIA)'","ClickCasoExpress.java:128"
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","COMEPORTKSF56","david.villabona","42","26","0,559","PASSED","","",""
