"Test","Batch","Maquina","Usuario","Descripcion","Accion","Elemento","Valor","Tiempo (ms)","Tiempo (s)","Tiempo (min)","Estado","Error Type","Error Message","Origen Error","Archivo Origen"
"Test Usuario 26 - PUTUMAYO - MOCOA - HOGARES - ATENCION VIRTUAL HOGAR","batch26","COMEPORTKSF56","david.villabona","And Se valida que quede en estado ""Abierto""","Ejecuta","And Se valida que quede en estado ""Abierto""","N/A","3269","3,27","0,054","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 26 - PUTUMAYO - MOCOA - HOGARES - ATENCION VIRTUAL HOGAR","batch26","COMEPORTKSF56","david.villabona","Validar que el caso quede en estado 'Sara'","Otra","N/A","N/A","1622","1,62","0,027","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Given el actor tiene un navegador disponible","Ejecuta","Given el actor tiene un navegador disponible","N/A","2","0,00","0","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","When abre la pagina de casos","Ejecuta","When abre la pagina de casos","N/A","32793","32,79","0,547","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Abre la pagina de casos","Otra","N/A","N/A","32749","32,75","0,546","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara opens the browser at https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","Abre","https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","N/A","31024","31,02","0,517","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","And realiza login con credenciales","Ejecuta","And realiza login con credenciales","N/A","34098","34,10","0,568","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Login con Cognito usando credenciales","Ejecuta","Login con Cognito usando credenciales","N/A","33086","33,09","0,551","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara opens the browser at https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","Abre","https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","N/A","4122","4,12","0,069","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara enters 'pruebas37' into Campo de usuario de Cognito","Escribe","Campo de usuario de Cognito","pruebas37","2090","2,09","0,035","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara clicks on BotÃ³n siguiente de Cognito","Click/Selecciona","BotÃ³n siguiente de Cognito","N/A","3749","3,75","0,062","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara enters 'Jl1@E5sA3!' into Campo de contraseÃ±a de Cognito","Escribe","Campo de contraseÃ±a de Cognito","Jl1@E5sA3!","2358","2,36","0,039","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara clicks on BotÃ³n continuar de Cognito","Click/Selecciona","BotÃ³n continuar de Cognito","N/A","6969","6,97","0,116","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","And navega a agent","Ejecuta","And navega a agent","N/A","25998","26,00","0,433","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Navega a la pagina de agent","Otra","N/A","N/A","24456","24,46","0,408","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara opens the browser at https://asistenciaapp.kit.sura-konecta.com/agent","Abre","https://asistenciaapp.kit.sura-konecta.com/agent","N/A","15571","15,57","0,26","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","And diligencia caso express completo desde feature
| departamento_solicita | municipio_solicita | servicios_especiales | gestor_coordinacion | linea | servicio |
| NORTE DE SANTANDER | OCAÃ‘A | NO | NO | HOGARES | CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO |","Ejecuta","And diligencia caso express completo desde feature
| departamento_solicita | municipio_solicita | servicios_especiales | gestor_coordinacion | linea | servicio |
| NORTE DE SANTANDER | OCAÃ‘A | NO | NO | HOGARES | CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO |","N/A","166288","166,29","2,771","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Abrir Caso Express, seleccionar asistencia, entrar al iframe, habilitar y diligenciar en orden","Otra","N/A","N/A","164729","164,73","2,745","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara clicks on Boton Caso Express / Express Case","Click/Selecciona","Boton Caso Express / Express Case","N/A","3432","3,43","0,057","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara clicks on Formulario CreaciÃ³n de Casos (ASISTENCIA)","Click/Selecciona","Formulario CreaciÃ³n de Casos (ASISTENCIA)","N/A","12517","12,52","0,209","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara switch to one script iframe","Navega/Cambia","one script iframe","N/A","3714","3,71","0,062","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara fill caso express form in order","Completa","Sara fill caso express form in order","N/A","129053","129,05","2,151","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara enters 'Calle 88 # 32-21' into DirecciÃ³n servicio","Escribe","DirecciÃ³n servicio","Calle 88 # 32-21","2019","2,02","0,034","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara enters 'Avenida Carrera 75 # 31-48' into DirecciÃ³n del destino","Escribe","DirecciÃ³n del destino","Avenida Carrera 75 # 31-48","5709","5,71","0,095","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara enters 'Barrio BelÃ©n, Apt. 67' into Detalle direcciÃ³n destino","Escribe","Detalle direcciÃ³n destino","Barrio BelÃ©n, Apt. 67","1632","1,63","0,027","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara enters 'Barrio NormandÃ­a, Torre C' into Detalle direcciÃ³n servicio","Escribe","Detalle direcciÃ³n servicio","Barrio NormandÃ­a, Torre C","2868","2,87","0,048","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara enters 'Nissan' into Marca vehÃ­culo","Escribe","Marca vehÃ­culo","Nissan","2996","3,00","0,05","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara enters 'produccion' into UbicaciÃ³n servicio","Escribe","UbicaciÃ³n servicio","produccion","1380","1,38","0,023","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara enters 'OBS-224439386009062' into ObservaciÃ³n final del caso","Escribe","ObservaciÃ³n final del caso","OBS-224439386009062","2895","2,90","0,048","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara clicks on Guardar Formulario","Click/Selecciona","Guardar Formulario","N/A","10654","10,65","0,178","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","And diligenciamos el proveedor
| Nombre del proveedor | Servicio |
| PROVEEDOR PRUEBA | TOMA SERVICIO |","Ejecuta","And diligenciamos el proveedor
| Nombre del proveedor | Servicio |
| PROVEEDOR PRUEBA | TOMA SERVICIO |","N/A","119518","119,52","1,992","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Gestionar proveedor: abrir tab, crear, seleccionar nombre/respuesta y guardar","Otra","N/A","N/A","118423","118,42","1,974","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara switch to one script iframe","Navega/Cambia","one script iframe","N/A","2515","2,52","0,042","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara enters '60' into Tiempo Monitoreo Sitio (Minutos)","Escribe","Tiempo Monitoreo Sitio (Minutos)","60","2820","2,82","0,047","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara clicks on Guardar Proveedor","Click/Selecciona","Guardar Proveedor","N/A","4224","4,22","0,07","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara click guardar en iframe","Click/Selecciona","guardar en iframe","N/A","14415","14,42","0,24","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","And transicionamos los estados del caso","Ejecuta","And transicionamos los estados del caso","N/A","140680","140,68","2,345","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Transicionar caso adaptativo: detecta ruta y ejecuta secuencia correcta","Otra","N/A","N/A","140018","140,02","2,334","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara click estado programado","Click/Selecciona","estado programado","N/A","23976","23,98","0,4","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara click estado aceptado desplazamiento","Click/Selecciona","estado aceptado desplazamiento","N/A","20772","20,77","0,346","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara click estado concluido","Click/Selecciona","estado concluido","N/A","13884","13,88","0,231","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Sara click estado finalizado","Click/Selecciona","estado finalizado","N/A","21719","21,72","0,362","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","And Se valida que quede en estado ""Abierto""","Ejecuta","And Se valida que quede en estado ""Abierto""","N/A","2411","2,41","0,04","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEPORTKSF56","david.villabona","Validar que el caso quede en estado 'Sara'","Otra","N/A","N/A","1578","1,58","0,026","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Given el actor tiene un navegador disponible","Ejecuta","Given el actor tiene un navegador disponible","N/A","5","0,00","0","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","When abre la pagina de casos","Ejecuta","When abre la pagina de casos","N/A","34715","34,72","0,579","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Abre la pagina de casos","Otra","N/A","N/A","34586","34,59","0,576","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara opens the browser at https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","Abre","https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","N/A","33611","33,61","0,56","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","And realiza login con credenciales","Ejecuta","And realiza login con credenciales","N/A","31488","31,49","0,525","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Login con Cognito usando credenciales","Ejecuta","Login con Cognito usando credenciales","N/A","30479","30,48","0,508","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara opens the browser at https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","Abre","https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","N/A","3358","3,36","0,056","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara enters 'pruebas20' into Campo de usuario de Cognito","Escribe","Campo de usuario de Cognito","pruebas20","1542","1,54","0,026","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara clicks on BotÃ³n siguiente de Cognito","Click/Selecciona","BotÃ³n siguiente de Cognito","N/A","4511","4,51","0,075","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara enters 'Nb5$Z7fH1#' into Campo de contraseÃ±a de Cognito","Escribe","Campo de contraseÃ±a de Cognito","Nb5$Z7fH1#","1611","1,61","0,027","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara clicks on BotÃ³n continuar de Cognito","Click/Selecciona","BotÃ³n continuar de Cognito","N/A","9190","9,19","0,153","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","And navega a agent","Ejecuta","And navega a agent","N/A","25861","25,86","0,431","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Navega a la pagina de agent","Otra","N/A","N/A","24726","24,73","0,412","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara opens the browser at https://asistenciaapp.kit.sura-konecta.com/agent","Abre","https://asistenciaapp.kit.sura-konecta.com/agent","N/A","14916","14,92","0,249","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","And diligencia caso express completo desde feature
| departamento_solicita | municipio_solicita | servicios_especiales | gestor_coordinacion | linea | servicio |
| RISARALDA | PEREIRA | NO | NO | AUTOS | CONDUCTOR PROFESIONAL |","Ejecuta","And diligencia caso express completo desde feature
| departamento_solicita | municipio_solicita | servicios_especiales | gestor_coordinacion | linea | servicio |
| RISARALDA | PEREIRA | NO | NO | AUTOS | CONDUCTOR PROFESIONAL |","N/A","201674","201,67","3,361","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Abrir Caso Express, seleccionar asistencia, entrar al iframe, habilitar y diligenciar en orden","Otra","N/A","N/A","198071","198,07","3,301","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara clicks on Boton Caso Express / Express Case","Click/Selecciona","Boton Caso Express / Express Case","N/A","6411","6,41","0,107","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara clicks on Formulario CreaciÃ³n de Casos (ASISTENCIA)","Click/Selecciona","Formulario CreaciÃ³n de Casos (ASISTENCIA)","N/A","5473","5,47","0,091","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara switch to one script iframe","Navega/Cambia","one script iframe","N/A","13333","13,33","0,222","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara fill caso express form in order","Completa","Sara fill caso express form in order","N/A","148218","148,22","2,47","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara enters 'Calle 10 # 22-19' into DirecciÃ³n servicio","Escribe","DirecciÃ³n servicio","Calle 10 # 22-19","3147","3,15","0,052","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara enters 'Carrera 26 # 88-78' into DirecciÃ³n del destino","Escribe","DirecciÃ³n del destino","Carrera 26 # 88-78","1347","1,35","0,022","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara enters 'Barrio San Fernando, Apt. 39' into Detalle direcciÃ³n destino","Escribe","Detalle direcciÃ³n destino","Barrio San Fernando, Apt. 39","3013","3,01","0,05","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara enters 'Barrio La Castellana, Torre E' into Detalle direcciÃ³n servicio","Escribe","Detalle direcciÃ³n servicio","Barrio La Castellana, Torre E","2448","2,45","0,041","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara enters 'Mitsubishi' into Marca vehÃ­culo","Escribe","Marca vehÃ­culo","Mitsubishi","5374","5,37","0,09","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara enters 'produccion' into UbicaciÃ³n servicio","Escribe","UbicaciÃ³n servicio","produccion","2737","2,74","0,046","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara enters 'OBS-737268905164463' into ObservaciÃ³n final del caso","Escribe","ObservaciÃ³n final del caso","OBS-737268905164463","1576","1,58","0,026","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara clicks on Guardar Formulario","Click/Selecciona","Guardar Formulario","N/A","4361","4,36","0,073","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","And diligenciamos el proveedor
| Nombre del proveedor | Servicio |
| PROVEEDOR PRUEBA | TOMA SERVICIO |","Ejecuta","And diligenciamos el proveedor
| Nombre del proveedor | Servicio |
| PROVEEDOR PRUEBA | TOMA SERVICIO |","N/A","143337","143,34","2,389","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Gestionar proveedor: abrir tab, crear, seleccionar nombre/respuesta y guardar","Otra","N/A","N/A","140938","140,94","2,349","SUCCESS","","","","step_details_20260619_142824.xlsx"
